MedCode,MedDescription,Compound,MedFamily,MedPriceMXN,MinStock,MaxStock
3301511,"MADOPAR 100MG/25MG 125MG C/30 CAP(LEVODOPA,BENDERAZIDA)","LEVODOPA,BENDERAZIDA",Sistema nervioso,1197.5,1,1
3301506,SIFROL 0.5MG TAB C/30 PRAMIPEXOL,SIFROL,Sistema nervioso,1159.5,0,1
3301421,"FEBRAX 100MG C/5 SUPOSITORIOS(NAPROXENO ,PARACETAMOL)","NAPROXENO ,PARACETAMOL",Sistema nervioso,170,1,1
3301393,ZYLOPRIM 300MG C/60 TAB(ALOPURINOL),ALOPURINOL,Sistema musculoesquelético,1010.5,2,4
3301386,PROFENID I.V. 100MG 2ML AMP (KETOPROFENO),KETOPROFENO,Sistema musculoesquelético,239,65,100
3301354,ASPIRINA PROTECT 100MG C/28 CPR(ACIDO ACETILSALICILICO)BAYER,ACIDO ACETILSALICILICO,Sistema nervioso,210,24,34
3301437,UNAMOL 5MG C/30 CPR(CISAPRIDA),CISAPRIDA,Tracto alimentario y metabolismo,374,1,2
3301372,SENOKOT F 17.2MG C/30 TABS(SENOSIDOS A-B),SENOSIDOS A-B,Tracto alimentario y metabolismo,2601.5,2,6
3301378,SUFREXAL COMBI C/10 OVULOS VAGI/ANSERINA/METRONIDAZOL/,SUFREXAL,Dermatológicos,1165.5,1,1
3301358,MOTRIN RETARD 800MG C/30 GRAGEAS(IBUPROFENO),IBUPROFENO,Sistema musculoesquelético,568,1,1
3301455,SINUBERASE C/48 CPR,SINUBERASE,Tracto alimentario y metabolismo,679,2,6
3301525,PROCORALAN 7.5MG C/56 COMP (IVABRADINA),IVABRADINA,Sistema cardiovascular,95,1,2
3301536,BIOTREFON L C/12 SOBRES,BIOTREFON,Sangre y órganos hematopoyéticos,1550,2,3
3301432,ALMETEC CO 20/12.5MG C/28 TAB ALMESARTAN/HIDROCLOROTIAZIDA),ALMETEC,Sistema cardiovascular,858,1,1
3301533,RELENZA 5MG 5X4 C/DISPOSITIVO INHALADOR ZANAMIVIR,ZANAMIVIR,Antiinfecciosos para uso sistémico,676,1,1
3301363,NOVOVARTALON SOB C/30,NOVOVARTALON,Sistema musculoesquelético,183,1,2
3301392,PANTOZOL 40MG C/14 GRAG(PANTOPRAZOL),PANTOPRAZOL,Tracto alimentario y metabolismo,525,1,2
3301406,NIMOTOP 10MG AMP 50ML (NIMODIPINO),NIMODIPINO,Sistema cardiovascular,2837,15,43
3301353,ASPIRINA 500MG C/40 TAB ACIDO ACETILSALICILICO,ASPIRINA,Sistema nervioso,33.2,2,4
3301540,DOLAC 30MG SUBLINGUAL C/2 TAB KETOROLACO,DOLAC,Sistema musculoesquelético,107.5,3,7
3301470,"BEDOYECTA TRIC/1 AMPOLLETA HIDROXOCOBALAMINA, VITAMINAS B1",BEDOYECTA,Tracto alimentario y metabolismo,456,1,2
3301411,ASPIRINA JUNIOR 100MG C/60 TAB ACIDO ACETILSALICILICO,ASPIRINA,Sistema nervioso,53.5,3,7
3301433,REGIVAS 400MG C/20 TAB RECUBIERTASDRONEDARONA,REGIVAS,Sistema cardiovascular,203,1,1
3301397,HUMULIN N NPH 10ML (INSULINA HUMANA RECOMBINANTE ISSFANA ),HUMULIN,Tracto alimentario y metabolismo,372,1,2
3301472,PROZAC 20MG C/14 CAPS(FLUOXETINA),FLUOXETINA,Sistema nervioso,95.5,1,2
3301460,ZYRTEC 10MG C/10 TAB(CETIRIZINA),CETIRIZINA,Sistema respiratorio,347.5,2,2
3301523,AVELOX 400MG C/7 TAB (MOXIFLOXACINO),MOXIFLOXACINO,Antiinfecciosos para uso sistémico,696,2,6
3301357,VIBRAMICINA 100MG C/10 CAPS(DOXICICLINA),DOXICICLINA,Antiinfecciosos para uso sistémico,439,2,3
3301367,PRESTOFLAM LD 250/50 MG C/14CLONIXINATO DE LISINA/DICLOFENAC,PRESTOFLAM,Sistema musculoesquelético,1186,2,2
3301473,FLORATIL 200MG C/6 CAPS(SACCHAROMYCES BOULARDII),SACCHAROMYCES BOULARDII,Tracto alimentario y metabolismo,313,3,6
3301389,ZACTOS 30MG C/7 TAB PIOGLITAZONA,ZACTOS,Tracto alimentario y metabolismo,686,1,1
3301364,EPAMIN SP 250MG AMP 5ML (FENITOINA),FENITOINA,Sistema nervioso,919,10,28
3301518,CONCOR 5MG C/30 GRAG(BISOPROLOL) MERCK,BISOPROLOL,Sistema cardiovascular,433,2,3
3301648,ISOX 3-D 100MG C/6 CAPS(ITRACONAZOL),ITRACONAZOL,Antiinfecciosos para uso sistémico,307.5,1,1
3301572,RANTUDIL RETARD 90MG C/14 CAPSACEMETACINA,RANTUDIL,Sistema musculoesquelético,24433,2,2
3301617,PANTOZOL P20 20MG C/28 GRAG (PANTOPRAZOL),PANTOPRAZOL,Tracto alimentario y metabolismo,174,1,1
3301699,AMARYL 2MG C/15 TAB(GLIMEPIRIDA),GLIMEPIRIDA,Tracto alimentario y metabolismo,344,1,1
3301552,INMUNEF 30MUI 0.5ML(FILGRASTIM),FILGRASTIM,Antineoplásicos e inmunomoduladores,1259,1,1
3301656,SALOFALK SUSP.ENEMA 60ML,SALOFALK,Tracto alimentario y metabolismo,504,4,9
3301715,DILARMINE 1MG/2MG C/25 TAB PARAMETASONA/CLORFERAMINA,DILARMINE,Sistema respiratorio,172,1,1
3301658,DEXABION AMP PRELLENADA 1ML(COMPLEJO B/LIDOCAINA),COMPLEJO B/LIDOCAINA,Tracto alimentario y metabolismo,259,2,3
3301609,ALDACTONE 100MG C/30 TAB (ESPIRONOLACTONA ),ESPIRONOLACTONA ,Sistema cardiovascular,1307.5,2,4
3301573,AVIANT 5MG C/30 TAB(DESLORATADINA),DESLORATADINA,Sistema respiratorio,774,1,2
3301595,SEROQUEL 100MG C/30 TAB (QUETIAPINA),QUETIAPINA,Sistema nervioso,936,2,2
3301597,INHIBITRON 40MG AMP 10ML (OMEPRAZOL),OMEPRAZOL,Tracto alimentario y metabolismo,1378,8,22
3301550,CLOROTRIMETON REP 4MG C/20 TAB(CLORFENAMINA),CLORFENAMINA,Sistema respiratorio,85,1,1
3301606,DANZEN 10MG C/20 TAB(SERRATIOPEPTIDASA) HORMONA,SERRATIOPEPTIDASA,Sistema respiratorio,390,2,6
3301652,AEROFLUX 120ML SOLUCION (SALBUTAMOL/AMBROXOL),SALBUTAMOL/AMBROXOL,Sistema respiratorio,297,2,2
3301667,PREDNEFRIN 1% SF 5ML PREDNISOLONA,PREDNEFRIN,Órganos de los sentidos,411.5,1,1
3301553,CLOROTRIMETON REP 8MG C/20 TAB(CLORFENAMINA),CLORFENAMINA,Sistema respiratorio,67,1,1
3301577,MONUROL 3GR SOBRES CAJA C/1 FOSFOMICINA,MONUROL,Antiinfecciosos para uso sistémico,123,2,2
3301571,RISPERDAL 2MG C/20 TAB(RISPERIDONA),RISPERIDONA,Sistema nervioso,579,1,1
3301564,TAFIROL 1GR C/20 TAB,TAFIROL,Sistema nervioso,388,3,6
3301674,TRADOL RETARD 50MG C/10 TAB (TRAMADOL),TRAMADOL,Sistema nervioso,63.5,1,2
3301560,NIDO KINDER 1+ BOTE 800MG (LECHE EN POLVO),LECHE EN POLVO,Varios,166,1,1
3301637,ZOVIRAX 5G CREMA(ACICLOVIR),ACICLOVIR,Antiinfecciosos para uso sistémico,309,2,2
3301696,ZOMIG 2.5MG C/2 TAB(ZOLMITRIPTANO),ZOLMITRIPTANO,Sistema nervioso,438,1,1
3301569,VIRLIX 10MG C/10 TAB(CETIRIZINA),CETIRIZINA,Sistema respiratorio,463.5,2,3
3301690,LIPITOR 20MG C/15 TAB(ATORVASTATINA),ATORVASTATINA,Sistema cardiovascular,968,2,4
3301705,DILACORAN RETARD 120MG C/30 TAB VERAPAMILO,DILACORAN,Sistema cardiovascular,438.5,2,2
3301578,STADIUM 25MG C/10 TABS DEXKETOPROFENO TROMETAMOL,STADIUM,Sistema musculoesquelético,482,2,3
3301556,CLOROTRIMETON 10MG AMP (CLORFENAMINA),CLORFENAMINA,Sistema respiratorio,85,4,12
3301561,CITOX 20MG C/28 TAB (CITALOPRAM),CITALOPRAM,Sistema nervioso,191,1,1
3301641,BI PROFENID 150MG C/10 TAB KETOPROFENO,PROFENID,Sistema musculoesquelético,727,2,5
3301582,TOPAMAX 25MG C/20 TAB(TOPIRAMATO),TOPIRAMATO,Sistema nervioso,2939,1,1
3301602,DACTIL OB 100MG C/30 GRAGEAS(PIPERIDOLATO),PIPERIDOLATO,Tracto alimentario y metabolismo,374,1,1
3301608,CO DIOVAN 160MG/12.5MG C/14 GRAGEASVALSARTANHIDROCLOROTIAZID,DIOVAN,Sistema cardiovascular,812.5,1,2
3302766,ZYPREXA 5MG C/14 TAB(OLANZAPINA),OLANZAPINA,Sistema nervioso,1435,2,4
3301676,DALACIN T GEL 30GR CLINDAMICINA AL 1%,DALACIN,Antiinfecciosos para uso sistémico,352,2,2
3301580,CARNOTPRIM 10MG C/20 CPR METOCLOPRAMIDA,CARNOTPRIM,Tracto alimentario y metabolismo,327,2,3
3301628,VARILRIX 0.5 ML 1JERIGA PRELLENADA (ANTIVARICELA),ANTIVARICELA,Antiinfecciosos para uso sistémico,10087,2,2
3301665,KYTRIL 3MG AMP 3ML (GRANISETRON),GRANISETRON,Tracto alimentario y metabolismo,276.5,5,6
3301604,DALACIN C 300 C/16 CAPS(CLINDAMICINA),CLINDAMICINA,Antiinfecciosos para uso sistémico,1083.5,2,2
3301585,CORDARONE 150MG AMP 3ML (AMIODARONA),AMIODARONA,Sistema cardiovascular,522,11,28
3301566,SUPRADOL 60MG AMP 2ML (KETOROLACO),KETOROLACO,Sistema musculoesquelético,599,2,5
3301700,AMARYL 4MG C/15 TAB(GLIMEPIRIDA),GLIMEPIRIDA,Tracto alimentario y metabolismo,606.5,1,1
3301547,VITERNUM JARABE 140ML DIHEXAZINA),VITERNUM,Tracto alimentario y metabolismo,225,2,6
3301643,MENSIFEM C/30 TAB CIMICIFUGA RECEMOSA,MENSIFEM,Sistema genitourinario y hormonas sexuales,4930,2,5
3301626,UROMES 400MG AMP C/5 (MESNA),UROMES,Varios,2356,1,1
3301558,DAFLOXEN F 275/300MG C/16 TAB(NAPROXENO/PARACETAMOL),NAPROXENO/PARACETAMOL,Sistema nervioso,650,1,2
3301714,DOLAC 10MG C/10 TAB (KETOROLACO) SIEGFRIED RHEIN,KETOROLACO,Sistema musculoesquelético,1469.5,2,5
3301640,CARBOTURAL (CARBON ACTIVADO) 250 MG TAB C/60,CARBOTURAL,Varios,391,1,1
3301683,ZYPREXA 10MG C/7 (OLANZAPINA),OLANZAPINA,Sistema nervioso,1995,2,2
3301594,CORPOTASIN CL C/50 TAB AMSTRONG,CORPOTASIN,Tracto alimentario y metabolismo,433,2,6
3301677,ANTIGRAM C/10 SOBRESACETIL SALICILICO/METOCLOPRAMIDA,ANTIGRAM,Sistema nervioso,662.5,1,1
3301601,CYTOTEC 200MCG C/28 TAB (MISOPROSTOL),MISOPROSTOL,Sistema genitourinario y hormonas sexuales,284.5,1,1
3301588,AVAPRO 150MG C/14 TAB(IRBESARTAN),IRBESARTAN,Sistema cardiovascular,218,1,1
3301632,DIMODAN 100MG C/20 CAP (DISOPIRAMIDA),DISOPIRAMIDA,Sistema cardiovascular,481,1,1
3301709,IMURAN 50MG C/25 TAB AZATIOPRINA,IMURAN,Antineoplásicos e inmunomoduladores,494.5,2,3
3301625,ALDACTONE A 25MG C/30 TAB (ESPIRONOLACTONA),ESPIRONOLACTONA,Sistema cardiovascular,528,3,8
3301654,"KRYTAN TEK OFTENO GOTAS 5ML(DORZOLAMINA,TIMODOL,BRIMONIDINA)","DORZOLAMINA,TIMODOL,BRIMONIDINA",Órganos de los sentidos,178.5,1,1
3301828,ESPAVEN GTS PED 30ML(DIMETICONA),DIMETICONA,Tracto alimentario y metabolismo,1325,1,1
3301758,TARGOCID 400MG AMP (TEICOPLANINA),TEICOPLANINA,Antiinfecciosos para uso sistémico,526,4,8
3301866,GARDASIL 0.5ML JGA PRELLENADA VACUNA CONTRA VIRUS DEL PAPILO,GARDASIL,Antiinfecciosos para uso sistémico,281,2,2
3301814,CLARITYNE PED 100 MG 30ML GTS(LORATADINA),LORATADINA,Sistema respiratorio,306,1,1
3301759,LOMOTIL 2MG C/8 TAB (LOPERAMIDA ),LOPERAMIDA ,Tracto alimentario y metabolismo,240,2,2
3301784,PULMICORT 0.250MG 2ML AMP (BUDESONIDA),BUDESONIDA,Sistema respiratorio,159,1132,1352
3301750,AVAMYS 2A 120 DOSIS SPRAY 50ML(FLUTICASONA),FLUTICASONA,Sistema respiratorio,411,2,4
3301748,ZESTRIL 10MG C/14 TAB(LISINOPRIL),LISINOPRIL,Sistema cardiovascular,288,1,1
3301778,FLIXOTIDE 2MG AMP 2ML (FLUTICASONA),FLUTICASONA,Sistema respiratorio,720.5,118,306
3301812,ZESTORETIC 20MG/12.5 (LISINOPRIL/HIDROCLOROTIAZIDA) C/14 TAB,LISINOPRIL/HIDROCLOROTIAZIDA,Sistema cardiovascular,699,1,2
3301821,TAVOR 5MG C/30 TAB OXIBUTININA,TAVOR,Antiinfecciosos para uso sistémico,999,1,1
3301883,SPASMOPRIV 200MG C/12 CAPS FENOVERINA,SPASMOPRIV,Tracto alimentario y metabolismo,162,2,5
3301824,EPIVAL 500MG C/30 CPR (VALPROATO SEMISODICO),VALPROATO SEMISODICO,Sistema nervioso,335,2,2
3301736,TRAZIL OFTENO 15ML SOL GTS(TOBRAMICINA),TOBRAMICINA,Antiinfecciosos para uso sistémico,330,1,2
3301757,FOLIVITAL 0.4MG C/90 TABS(ACIDO FOLICO),FOLIVITAL,Sangre y órganos hematopoyéticos,539.5,1,1
3301901,FLAGENASE 400MG C/30 CAP(METRONIDAZOL),METRONIDAZOL,Antiinfecciosos para uso sistémico,7199,2,2
3301887,"ALMETEC CO 40/12.5MG C/14 TAB-OLMESARTAN,HIDROCLOROTIAZIDA",ALMETEC,Sistema cardiovascular,1104,1,1
3301889,EPAMIN 100MG C/50 CAPS(FENITOINA),FENITOINA,Sistema nervioso,652.5,3,7
3301846,EUGLUCON 5MG C/50 TAB(GLIBENCLAMIDA),GLIBENCLAMIDA,Tracto alimentario y metabolismo,551,1,1
3301879,FEBRAX 275MG/300MG C/15 TAB (NAPROXENO /PARACETAMOL ),NAPROXENO /PARACETAMOL ,Sistema nervioso,170,2,2
3301881,"FEBRAX 2.5/2G SUSPENSION 100ML(NAPROXENO,PARACETAMOL)","NAPROXENO,PARACETAMOL",Sistema nervioso,834,1,2
3301893,TRAZIDEX OFT 5ML SOL GTS(TOBRAMICINA/DEXAMETASONA),TOBRAMICINA/DEXAMETASONA,Órganos de los sentidos,370,1,1
3301762,XARELTO 10MG C/10 CAP(RIVAROXABAN),RIVAROXABAN,Sangre y órganos hematopoyéticos,1205,2,3
3301834,FUCIDIN 2% CREMA 15G TUBO(ACIDO FUSIDICO),ACIDO FUSIDICO,Dermatológicos,132.5,1,2
3301788,DOLO NEUROBION FORTE C/30 GRAGEAS COMPLEJO B/DICLOFENACO,DOLO,Tracto alimentario y metabolismo,624,3,7
3301894,AVALIDE 300/25MG C/14 TAB(IRBESARTAN/HIDROCLOROTIAZIDA),IRBESARTAN/HIDROCLOROTIAZIDA,Sistema cardiovascular,1990,1,1
3301906,FLAGYL 500MG C/30 CPR(METRONIDAZOL),METRONIDAZOL,Antiinfecciosos para uso sistémico,385,1,1
3301740,ACTRON 400 400MG C/10 CAP (IBUPROFENO) LAB. BAYER DE MEXICO,IBUPROFENO,Sistema musculoesquelético,224,8,20
3301806,MOTRIN INF 120ML SUSP FSA(IBUPROFENO),IBUPROFENO,Sistema musculoesquelético,69,3,7
3301874,ISOX 15-D 100MG C/15 CAPS(ITRACONAZOL),ITRACONAZOL,Antiinfecciosos para uso sistémico,307.5,1,1
3301886,UNIVAL 1GR C/40 TAB(SUCRALFATO),SUCRALFATO,Tracto alimentario y metabolismo,297,2,3
3301849,PRADAXAR 110MG C/30 CAP,PRADAXAR,Sangre y órganos hematopoyéticos,846,2,2
3301905,PREVENAR 13 JERIN. PRELL CAJA C/1,PREVENAR,Antiinfecciosos para uso sistémico,385,2,2
3301808,ADALAT CC 30MG C/30 COMP.(NIFEDIPINO,NIFEDIPINO,Sistema cardiovascular,528.5,1,2
3301898,STALEVO 100/25/200MG C/30 TABLEVODOPA/CARBIDOPA/ENTACAPONA,STALEVO,Sistema nervioso,1632,1,1
3301720,ZOMIG RAPIMELT 2.5MG C/2 TAB(ZOLMITRIPTANO),ZOLMITRIPTANO,Sistema nervioso,410,1,2
3301783,PRADAXAR 75MG C/30 CAPDABIGATR@N ETEXILATO,PRADAXAR,Sangre y órganos hematopoyéticos,384,1,1
3301896,NOVOVARTALON C/15 SOBRES,NOVOVARTALON,Sistema musculoesquelético,124,1,2
3301794,DORIXINA 125MG C/10 TAB(CLONIXINATO DE LISINA),CLONIXINATO DE LISINA,Sistema musculoesquelético,378,2,2
3301771,SOMAZINA 1G AMP 4ML (CITICOLINA),CITICOLINA,Sistema nervioso,209.5,55,125
3301747,LYRICA 75MG C/14 TAB (PREGABALINA),PREGABALINA,Sistema nervioso,697,8,20
3301813,ELOMET 100MG UNGUENTO 30G(MOMETASONA),MOMETASONA,Sistema respiratorio,1024,1,1
3301856,EUTIROX 50MCG C/50 TAB(LEVOTIROXINA SODICA),LEVOTIROXINA SODICA,"Preparados hormonales sistémicos, excluyendo hormonas sexuales e insulinas",160,2,5
3301843,TECTA 20MG C/14 TAB(PANTOPRAZOL),PANTOPRAZOL,Tracto alimentario y metabolismo,8006.5,1,2
3301861,AZOPT (BRINZOLAMIDA) 10 MG /ML GOTAS 5 ML,BRINZOLAMIDA,Órganos de los sentidos,1047,1,1
3301872,ARIXTRA 2.5MG/0.5ML JGA PRELL CAJA C/2 AMP FONDAPARINUX SSDI,ARIXTRA,Sangre y órganos hematopoyéticos,339.5,8,20
3301871,GALVUS MET 50MG/500MG C /30(VILDAGLIPTINA/METFORMINA),VILDAGLIPTINA/METFORMINA,Tracto alimentario y metabolismo,425,1,1
3301780,ACLASTA 5MG/100ML AMP (ACIDO ZOLEDRSNICO),ACIDO ZOLEDRSNICO,Sistema musculoesquelético,11747,1,1
3301776,MINITRAN 18.0 MG (5 MG)PARHE POR PIEZA,MINITRAN,Sistema cardiovascular,202,2,4
3301777,DOLO NEUROBION FORTE AMP PRELLENADA 3 ML(COMPLEJO B/LIDOCAIN,COMPLEJO B/LIDOCAIN,Tracto alimentario y metabolismo,588,2,4
3301752,DORIXINA 100MG AMP 2ML CLONIXINATO DE LISINA,DORIXINA,Sistema musculoesquelético,229,13,37
3301851,EUTIROX 100MCG C/50 TAB(LEVOTIROXINA SODICA),LEVOTIROXINA SODICA,"Preparados hormonales sistémicos, excluyendo hormonas sexuales e insulinas",249,2,5
3301857,CILOXAN 0.300G SOLUCION 5ML(CIPROFLOXACINO),CIPROFLOXACINO,Antiinfecciosos para uso sistémico,626,1,2
3301899,FLUMIL 40/1.5/1.5MG C/20 CAPS(AMINOFENAZONA BUFENINA),AMINOFENAZONA BUFENINA,Sistema respiratorio,620,1,2
3301969,RANISEN PED (RANITIDINA) 4G/100ML GOTAS 30ML,RANITIDINA,Tracto alimentario y metabolismo,554,1,1
3301913,FLAGYL 250MG SUSP 120ML(METRONIDAZOL),METRONIDAZOL,Antiinfecciosos para uso sistémico,1645,1,1
3301939,DEPO PROVERA 150MG JGA PRELL MEDROXIPROGESTERONA,DEPO,Sistema genitourinario y hormonas sexuales,10087,1,2
3302027,DANZEN 5MG C/30 GRAG(SERRATIOPEPTIDASA),SERRATIOPEPTIDASA,Sistema respiratorio,753,1,1
3302085,ARCOXIA 120MG C/7 TAB (ETORICOXIB),ETORICOXIB,Sistema musculoesquelético,348,4,10
3302004,CANESTEN 200MG C/3 OVULOS(CLOTRIMAZOL),CLOTRIMAZOL,Dermatológicos,148,2,2
3302021,ZOVIRAX 30MG UNG 4.5G(ACICLOVIR),ACICLOVIR,Antiinfecciosos para uso sistémico,366,2,3
3302035,CONCOR 2.50MG C/30 GRAG(BISOPROLOL),BISOPROLOL,Sistema cardiovascular,329,3,7
3301982,DETRUSITOL SR 4MG C/14 TAB(TOLTERIDONA),TOLTERIDONA,Sistema genitourinario y hormonas sexuales,517.5,2,2
3301984,ACTRON 600 600MG C/10 TAB (IBUPROFENO) BAYER,IBUPROFENO,Sistema musculoesquelético,89,31,91
3301999,TUMS 500MG C/75 TAB CARBONATO DE CALCIO,TUMS,Tracto alimentario y metabolismo,198.5,1,1
3301960,RAPIX 30MG 2ML AMP (KETOROLACO),KETOROLACO,Sistema musculoesquelético,446.5,6,17
3302120,HALDOL 5MG C/20 TAB(HALOPERIDOL),HALOPERIDOL,Sistema nervioso,1162,1,2
3302044,CIRUELAX COMP C/24 TAB CASSIA ANGUSTIFOLIA,CIRUELAX,Tracto alimentario y metabolismo,165,1,1
3302105,ICADEN V C/1 OVULO(ISOCONAZOL),ISOCONAZOL,Sistema genitourinario y hormonas sexuales,2090,1,1
3302026,DILATREND 6.25MG C/14 TAB(CARVEDILOL) ROCHE FARMA,CARVEDILOL,Sistema cardiovascular,1239.5,3,7
3302002,FRAXIPARINE 0.6ML JERINGA PRELLENADA C/2 (ANTI XA DE NADROP,FRAXIPARINE,Sangre y órganos hematopoyéticos,1112,4,5
3302006,COSOPT 20MG/5MG SOL 5ML (DORZOLAMIDA/TIMOLOL),DORZOLAMIDA/TIMOLOL,Órganos de los sentidos,1406,1,2
3301959,CIPROFLOX 400MG AMP 200ML (CIPROFLOXACINO),CIPROFLOXACINO,Antiinfecciosos para uso sistémico,459,27,60
3302011,LOBIVON 5MG COM C/14(NEBIVOLOL),NEBIVOLOL,Sistema cardiovascular,801,2,3
3301993,TEMERIT 5MG C/14 TAB NEBIVOLOL,TEMERIT,Sistema cardiovascular,734,2,2
3301991,DUSPATALIN C/14 TABS MEBEVERINA,MEBEVERINA,Tracto alimentario y metabolismo,679,1,2
3301940,FLORATIL 200MG C/6 SOBRES PED (SACCHAROMYCES BOULARDII),SACCHAROMYCES BOULARDII,Tracto alimentario y metabolismo,263.5,2,3
3301981,PRADAXAR 150MG C/30 TABDABIGATRAN,PRADAXAR,Sangre y órganos hematopoyéticos,1334,1,2
3301908,COUMADIN 5MG C/30 TAB-WARFARINA SSDICA,COUMADIN,Sangre y órganos hematopoyéticos,1008,2,3
3302091,LODESTAR 50 MG TAB C/30 (LOSARTAN),LOSARTAN,Sistema cardiovascular,698.5,2,2
3302060,FLUOXAC 20MG C/10 TAB((FLUOXETINA),FLUOXAC,Sistema nervioso,741,2,2
3302013,NEXIUM MUPS 20MG C/14 TABS,NEXIUM,Tracto alimentario y metabolismo,456,2,4
3302015,ADALAT OROS 30MG C/30 TAB (NIFEDIPINO),NIFEDIPINO,Sistema cardiovascular,752.5,2,6
3301938,FLONORM 200MG C/12 GRAG(RIFAXIMINA),RIFAXIMINA,Tracto alimentario y metabolismo,357,2,6
3301930,ZANIDIP 10MG C/10 TABS(LERCANIDIPINO),LERCANIDIPINO,Sistema cardiovascular,424,1,1
3302022,LOSEC A 20 20MG C/14 CAP(OMEPRAZOL ),OMEPRAZOL ,Tracto alimentario y metabolismo,150,1,1
3302042,BLOPRESS 16MG C/14 TAB CANDESARTRAN,BLOPRESS,Sistema cardiovascular,901,1,2
3302045,ARCOXIA 90MG C/14 TAB (ETORICOXIB),ETORICOXIB,Sistema musculoesquelético,768,3,7
3301961,LIBERTRIM 100MG C/50 CPR(TRIMEBUTINA),TRIMEBUTINA,Tracto alimentario y metabolismo,115,1,2
3302038,SINGULAIR 10MG 30 COMP RECUB MONTELUKAST,MONTELUKAST,Sistema respiratorio,1472,2,2
3301955,HIDRASEC 10MG C/18 SOBRES(RACECADOTRILO),RACECADOTRILO,Tracto alimentario y metabolismo,254,1,2
3302049,HISTIACIL NF INFANTIL JARABE 150ML DEXTROMETORFANO/AMBROXOL,HISTIACIL,Sistema respiratorio,151.5,1,1
3301929,FLANAX 275MG C/20 TAB(NAPROXENO),NAPROXENO,Sistema musculoesquelético,425,1,1
3302078,"NAPHACEL OFTENO 15ML GTS(NAFAZOLINA,HIPROMELOSA)","NAFAZOLINA,HIPROMELOSA",Órganos de los sentidos,678,2,2
3302072,SUPRADOL 10MG C/10 TAB(KETOROLACO),KETOROLACO,Sistema musculoesquelético,396.5,2,2
3302118,HALDOL 2MG 15ML GOTAS(HALOPERIDOL),HALOPERIDOL,Sistema nervioso,357,3,6
3301924,PLAVIX 75MG C/14 GRAGEAS(CLOPIDOGREL),CLOPIDOGREL,Sangre y órganos hematopoyéticos,62,12,21
3301945,PEMIX 1MG/5ML SOL 120MLCINITAPRIDA,PEMIX,Tracto alimentario y metabolismo,308,2,2
3301962,PHARMATON C/30 CAPS,PHARMATON,Tracto alimentario y metabolismo,611,2,2
3302073,SUPRADOL SUBLINGUAL 30MG C/4 TAB(KETOROLACO),KETOROLACO,Sistema musculoesquelético,419.5,7,18
3301963,SAMYR 500MG AMP 5ML (ADEMETIONINA),ADEMETIONINA,Tracto alimentario y metabolismo,1869,16,48
3302102,CEFAXONA I.M. 1G AMP (CEFTRIAXONA),CEFTRIAXONA,Antiinfecciosos para uso sistémico,400,1,2
3301996,FOSFOCIL IV 1G AMP (FOSFOMICINA),FOSFOMICINA,Antiinfecciosos para uso sistémico,192,43,107
3302017,MODIODAL 200MG C/14 TAB(MODAFINILO),MODAFINILO,Sistema nervioso,523.5,2,3
3301967,SUFREXAL P GEL 78G TUBO,SUFREXAL,Dermatológicos,415,2,4
3302101,GRANEODIN BENZ C/24 PAST.(BENZOCAINA),BENZOCAINA,Sistema nervioso,745,2,2
3302110,ZALDIAR EFERVECENTES C/10 TAB(PARACETAMOL/TRAMADOL),PARACETAMOL/TRAMADOL,Sistema nervioso,396,1,2
3302000,CELEBREX 200MG C/10 CAPS(CELECOXIB) PFIRER,CELECOXIB,Sistema musculoesquelético,1316.5,6,14
3301922,DOSTEIN 300MG C/20 (ERDOSTEINA),ERDOSTEINA,Sistema respiratorio,1124,3,6
3301980,TRAYENTA 5MG C/30 LINAGLIPTINA,TRAYENTA,Tracto alimentario y metabolismo,185,2,3
3301979,MIFLONIDE 200MCG C/60 CAP(BUDESONINA),BUDESONINA,Sistema respiratorio,545,1,1
3302096,"GANFORTI GOTAS 3ML. BIMATOPROST, TIMOLOL",GANFORTI,Órganos de los sentidos,1117.5,1,1
3302252,MICARDIS 40MG C/14 TAB(TELMISARTAN),TELMISARTAN,Sistema cardiovascular,827,3,6
3302278,NEURONTIN 600MG C/15 CAPS(GABAPENTINA),GABAPENTINA,Sistema nervioso,847,2,2
3302334,DOSIER 2.5MG. C/30 CPR (MOSAPRIDA),MOSAPRIDA,Tracto alimentario y metabolismo,906.5,1,2
3302174,VESICARE 5MG C/10 TAB SOLIFENACINA,SOLIFENACINA,Sistema genitourinario y hormonas sexuales,437,1,2
3302189,ACANOL 2MG C/12 TAB (LOPERAMIDA) SANOFI,LOPERAMIDA,Tracto alimentario y metabolismo,179,1,2
3302308,AMOXIL 500MG C/12 CAP (AMOXICILINA),AMOXICILINA,Antiinfecciosos para uso sistémico,200,1,1
3302215,BRISTAFLAM 100MG C/40 CPR ACECLOFENACO,BRISTAFLAM,Sistema musculoesquelético,439,1,1
3302139,HEPARINA 1000UI 10ML AMPOLLETA (INHEPAR),INHEPAR,Sangre y órganos hematopoyéticos,73242.5,28,84
3302138,ELEQUINE 500MG C/7 TAB.(LEVOFLOXACINO),LEVOFLOXACINO,Antiinfecciosos para uso sistémico,182,1,1
3302247,ILOSONE 125MG 120ML SUSPENCION(ERITROMICINA),ERITROMICINA,Antiinfecciosos para uso sistémico,231,3,7
