PROVEEDOR,PEDIDO,FECHA PEDIDO,FECHA ENTREGA,REQUISICION,FECHA SOLICITUD,C. COSTOS,ARTÍCULO,DESCRIPCIÓN,FACTURA,FECHA RECEPCION,CANTIDAD REQUISICION,CANTIDAD SOLICITADA,CANTIDAD RECIBIDA,%
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,296222.0,2019-05-08,2019-05-09,0.0,,MEDICAMENTOS,1000209,GI TRAMADOL 100MG/2ML AMP,,,0.0,10.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,296282.0,2019-05-09,2019-05-11,61671.0,2019-05-09,MEDICAMENTOS,1000373,GI MELOXICAM/METOCARBAMOL 12/215 MG C/10 TAB,,,1.0,1.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,296285.0,2019-05-09,2019-05-11,61676.0,2019-05-09,MEDICAMENTOS,4200005,SMOF KABIVEN 1600KCAL CENTRAL (TRICAMARA NUCRION PARENTERAL),A-31354,2019-05-09,8.0,8.0,7,87.5
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,296287.0,2019-05-09,2019-05-11,61678.0,2019-05-09,MEDICAMENTOS,1000161,GI CLINDAMICINA 300MG/2ML AMP,A-31351,2019-05-09,20.0,20.0,10,50.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,296287.0,2019-05-09,2019-05-11,61678.0,2019-05-09,MEDICAMENTOS,1000161,GI CLINDAMICINA 300MG/2ML AMP,A-31378,2019-05-10,20.0,20.0,10,50.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,296287.0,2019-05-09,2019-05-11,61678.0,2019-05-09,MEDICAMENTOS,1000042,GI CLINDAMICINA 600MG/4ML AMP,A-31351,2019-05-09,15.0,15.0,10,66.67
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,296287.0,2019-05-09,2019-05-11,61678.0,2019-05-09,MEDICAMENTOS,1000042,GI CLINDAMICINA 600MG/4ML AMP,A-31378,2019-05-10,15.0,15.0,5,33.33
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,296287.0,2019-05-09,2019-05-11,61678.0,2019-05-09,MEDICAMENTOS,1000007,GI HIDRALAZINA 20MG/ML AMP,,,5.0,5.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,296295.0,2019-05-09,2019-05-11,61675.0,2019-05-09,MEDICAMENTOS,3304966,DOBUJECT 250MG AMP IV 5ML (DOBUTAMINA),A-31379,2019-05-10,10.0,10.0,5,50.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,296393.0,2019-05-13,2019-05-14,61714.0,2019-05-13,MEDICAMENTOS,3600111,EPICLODINA AMPOLLETA 150 MCG (CLONIDINA),,,5.0,5.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,296410.0,2019-05-13,2019-05-14,0.0,,MEDICAMENTOS,1000207,GI ACIDO ASCORBICO INY 1GR/10ML AMP,,,0.0,6.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,296410.0,2019-05-13,2019-05-14,0.0,,MEDICAMENTOS,1000045,GI AMIKACINA 100MG/2ML AMP,,,0.0,10.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,296410.0,2019-05-13,2019-05-14,0.0,,MEDICAMENTOS,1000046,GI AMIKACINA 500MG/2ML AMP,,,0.0,20.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,296410.0,2019-05-13,2019-05-14,0.0,,MEDICAMENTOS,1000261,GI AMIODARONA 150MG/3ML AMP,,,0.0,12.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,296410.0,2019-05-13,2019-05-14,0.0,,MEDICAMENTOS,1000326,GI CEFEPIMA 1G/10 ML FAM,,,0.0,3.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,296410.0,2019-05-13,2019-05-14,0.0,,MEDICAMENTOS,1000063,GI CEFTRIAXONA IV 1G/10ML FAM,,,0.0,44.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,296410.0,2019-05-13,2019-05-14,0.0,,MEDICAMENTOS,1000095,GI CIPROFLOXACINO 200MG/100ML FAM,,,0.0,40.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,296410.0,2019-05-13,2019-05-14,0.0,,MEDICAMENTOS,1000042,GI CLINDAMICINA 600MG/4ML AMP,,,0.0,9.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,296410.0,2019-05-13,2019-05-14,0.0,,MEDICAMENTOS,1000243,GI CLONIXINATO DE LISINA 100MG/2ML AMP,,,0.0,15.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,296410.0,2019-05-13,2019-05-14,0.0,,MEDICAMENTOS,1000124,GI DEXAMETASONA 8MG/2ML AMP,,,0.0,12.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,296410.0,2019-05-13,2019-05-14,0.0,,MEDICAMENTOS,1000054,GI DICLOFENACO 75MG/3ML AMP.,,,0.0,8.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,296410.0,2019-05-13,2019-05-14,0.0,,MEDICAMENTOS,1000062,GI DICLOXACILINA 500MG/5ML AMP,,,0.0,15.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,296410.0,2019-05-13,2019-05-14,0.0,,MEDICAMENTOS,1000127,GI DOBUTAMINA 250MG/20ML FAM,,,0.0,8.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,296410.0,2019-05-13,2019-05-14,0.0,,MEDICAMENTOS,1000082,GI FUROSEMIDA 20MG/2ML AMP,,,0.0,75.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,296410.0,2019-05-13,2019-05-14,0.0,,MEDICAMENTOS,1000269,GI GENTAMICINA 20MG/2ML AMP,,,0.0,4.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,296410.0,2019-05-13,2019-05-14,0.0,,MEDICAMENTOS,1000219,GI INSULINA HUMANA NPH INTERMEDIA 100 UI/ML FAM 10 ML,,,0.0,1.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,296410.0,2019-05-13,2019-05-14,0.0,,MEDICAMENTOS,1000220,GI INSULINA HUMANA R 100UI/ML FAM 10ML,,,0.0,6.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,296410.0,2019-05-13,2019-05-14,0.0,,MEDICAMENTOS,1000341,GI KETOPROFENO IV 100MG FAM,,,0.0,6.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,296410.0,2019-05-13,2019-05-14,0.0,,MEDICAMENTOS,1000077,GI KETOROLACO 30MG/ML AMP,,,0.0,90.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,296410.0,2019-05-13,2019-05-14,0.0,,MEDICAMENTOS,1000215,GI LEVOFLOXACINO 750MG/150ML MINIBAG,,,0.0,5.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,296410.0,2019-05-13,2019-05-14,0.0,,MEDICAMENTOS,1000182,GI MEROPENEM 1G FAM,,,0.0,10.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,296410.0,2019-05-13,2019-05-14,0.0,,MEDICAMENTOS,1000121,GI MEROPENEM 500MG FAM,,,0.0,20.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,296410.0,2019-05-13,2019-05-14,0.0,,MEDICAMENTOS,1000051,GI METAMIZOL SODICO 1G/2ML AMP,,,0.0,12.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,296410.0,2019-05-13,2019-05-14,0.0,,MEDICAMENTOS,1000069,GI METOCLOPRAMIDA 10MG/2ML AMP,,,0.0,12.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,296410.0,2019-05-13,2019-05-14,0.0,,MEDICAMENTOS,1000177,GI METRONIDAZOL 500MG/100ML FAM,,,0.0,27.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,296410.0,2019-05-13,2019-05-14,0.0,,MEDICAMENTOS,1000060,GI OMEPRAZOL 40MG/10ML AMP,,,0.0,104.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,296410.0,2019-05-13,2019-05-14,0.0,,MEDICAMENTOS,1000187,GI ONDANSETRON 4MG/2ML AMP,,,0.0,20.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,296410.0,2019-05-13,2019-05-14,0.0,,MEDICAMENTOS,1000210,GI ONDANSETRON 8MG/4ML AMP,,,0.0,30.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,296410.0,2019-05-13,2019-05-14,0.0,,MEDICAMENTOS,1000307,GI PARACETAMOL 1GR/100ML FAM,,,0.0,105.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,296410.0,2019-05-13,2019-05-14,0.0,,MEDICAMENTOS,1000097,GI PROPOFOL 200MG/20ML AMP,,,0.0,10.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,296410.0,2019-05-13,2019-05-14,0.0,,MEDICAMENTOS,1000055,GI RANITIDINA 50MG/2ML AMP,,,0.0,15.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,296410.0,2019-05-13,2019-05-14,0.0,,MEDICAMENTOS,3302746,GI VERAPAMILO 5MG/2ML AMP,,,0.0,2.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,296420.0,2019-05-13,2019-05-17,61729.0,2019-05-13,ORTOPEDIA,3100073,#MULETAS ALUMINIO MEDIANA STD,A-31404,2019-05-15,6.0,6.0,2,33.33
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,296420.0,2019-05-13,2019-05-17,61729.0,2019-05-13,ORTOPEDIA,3100073,#MULETAS ALUMINIO MEDIANA STD,A-31528,2019-05-17,6.0,6.0,4,66.67
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,296423.0,2019-05-13,2019-05-17,0.0,,MEDICAMENTOS,3800014,DEXTROSA 50% 50ML AMPOLLETA PISA,,,0.0,20.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,296423.0,2019-05-13,2019-05-17,0.0,,MEDICAMENTOS,3800065,FISIOLOGICA 1000ML PISA FCO.,,,0.0,160.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,296423.0,2019-05-13,2019-05-17,0.0,,MEDICAMENTOS,3800067,FISIOLOGICA 100ML FCO. PISA,,,0.0,800.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,296423.0,2019-05-13,2019-05-17,0.0,,MEDICAMENTOS,3800069,FISIOLOGICA 250 ML FCO. PISA,,,0.0,240.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,296423.0,2019-05-13,2019-05-17,0.0,,MEDICAMENTOS,3800068,FISIOLOGICA 50 ML FCO. PISA,,,0.0,1100.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,296423.0,2019-05-13,2019-05-17,0.0,,MEDICAMENTOS,3800066,FISIOLOGICA 500ML FCO. PISA,,,0.0,120.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,296423.0,2019-05-13,2019-05-17,0.0,,MEDICAMENTOS,3800022,HARTMAN 250ML FRASCO 4000084 PISA,,,0.0,24.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,296423.0,2019-05-13,2019-05-17,0.0,,MEDICAMENTOS,3800077,HARTMAN 500 ML FLEXOVAL SOLUCION PISA 4000088,,,0.0,72.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,296430.0,2019-05-13,2019-05-17,61736.0,2019-05-13,MEDICAMENTOS,3800014,DEXTROSA 50% 50ML AMPOLLETA PISA,A-31400,2019-05-15,20.0,20.0,10,50.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,296430.0,2019-05-13,2019-05-17,61736.0,2019-05-13,MEDICAMENTOS,3800014,DEXTROSA 50% 50ML AMPOLLETA PISA,A-31520,2019-05-17,20.0,20.0,10,50.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,296430.0,2019-05-13,2019-05-17,61736.0,2019-05-13,MEDICAMENTOS,3800065,FISIOLOGICA 1000ML PISA FCO.,A-31400,2019-05-15,180.0,180.0,96,53.33
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,296430.0,2019-05-13,2019-05-17,61736.0,2019-05-13,MEDICAMENTOS,3800065,FISIOLOGICA 1000ML PISA FCO.,A-31560,2019-05-17,180.0,180.0,84,46.67
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,296430.0,2019-05-13,2019-05-17,61736.0,2019-05-13,MEDICAMENTOS,3800067,FISIOLOGICA 100ML FCO. PISA,A-31400,2019-05-15,800.0,800.0,400,50.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,296430.0,2019-05-13,2019-05-17,61736.0,2019-05-13,MEDICAMENTOS,3800067,FISIOLOGICA 100ML FCO. PISA,A-31560,2019-05-17,800.0,800.0,400,50.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,296430.0,2019-05-13,2019-05-17,61736.0,2019-05-13,MEDICAMENTOS,3800069,FISIOLOGICA 250 ML FCO. PISA,A-31400,2019-05-15,240.0,240.0,120,50.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,296430.0,2019-05-13,2019-05-17,61736.0,2019-05-13,MEDICAMENTOS,3800069,FISIOLOGICA 250 ML FCO. PISA,A-31520,2019-05-17,240.0,240.0,120,50.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,296430.0,2019-05-13,2019-05-17,61736.0,2019-05-13,MEDICAMENTOS,3800068,FISIOLOGICA 50 ML FCO. PISA,A-31400,2019-05-15,1100.0,1100.0,550,50.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,296430.0,2019-05-13,2019-05-17,61736.0,2019-05-13,MEDICAMENTOS,3800068,FISIOLOGICA 50 ML FCO. PISA,A-31560,2019-05-17,1100.0,1100.0,550,50.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,296512.0,2019-05-13,2019-05-14,61723.0,2019-05-13,MEDICAMENTOS,1000062,GI DICLOXACILINA 500MG/5ML AMP,,,15.0,15.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,296512.0,2019-05-13,2019-05-14,61723.0,2019-05-13,MEDICAMENTOS,1000121,GI MEROPENEM 500MG FAM,A-31415,2019-05-13,20.0,20.0,16,80.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,296541.0,2019-05-13,2019-05-17,61734.0,2019-05-13,MATERIAL DE CURACION/ENFERMERIA,1902082,#KIT P/VENOPUNCION ADULTO SOLUPREP 06-KCOC-7,A-31444,2019-05-15,150.0,150.0,50,33.33
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,296541.0,2019-05-13,2019-05-17,61734.0,2019-05-13,MATERIAL DE CURACION/ENFERMERIA,1902082,#KIT P/VENOPUNCION ADULTO SOLUPREP 06-KCOC-7,A-31529,2019-05-17,150.0,150.0,100,66.67
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,296655.0,2019-05-14,2019-05-15,61763.0,2019-05-14,MEDICAMENTOS,3600100,PRIDAM 4 MG AMP 4ML (NOREPINEFRINA) PISA,,,20.0,20.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,296659.0,2019-05-14,2019-05-15,61765.0,2019-05-14,MEDICAMENTOS,1000062,GI DICLOXACILINA 500MG/5ML AMP,,,2.0,2.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,296736.0,2019-05-15,2019-05-16,61780.0,2019-05-15,MEDICAMENTOS,1000244,GI CLARITROMICINA 500MG TAB C/10,,,1.0,1.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,296739.0,2019-05-15,2019-05-16,0.0,,MEDICAMENTOS,3600031,CLEXANE 40MG AMP 0.4ML (ENOXAPARINA),,,0.0,10.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,296739.0,2019-05-15,2019-05-16,0.0,,MEDICAMENTOS,3301159,CLEXANE 80MG AMP 0.8ML (ENOXAPARINA).,,,0.0,6.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,296739.0,2019-05-15,2019-05-16,0.0,,MEDICAMENTOS,3600146,DYNASTAT 40MG/2ML AMP (PARECOXIB),,,0.0,14.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,296739.0,2019-05-15,2019-05-16,0.0,,MEDICAMENTOS,3302715,ESPACIL COMPUESTO 100/20MG AMP (LISINA/HIOSCINA),,,0.0,12.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,296739.0,2019-05-15,2019-05-16,0.0,,MEDICAMENTOS,3600068,MERREM 500MG IV AMP (MEROPENEM),,,0.0,1.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,296739.0,2019-05-15,2019-05-16,0.0,,MEDICAMENTOS,3600100,PRIDAM 4 MG AMP 4ML (NOREPINEFRINA) PISA,,,0.0,20.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,296742.0,2019-05-15,2019-05-16,61785.0,2019-05-15,MEDICAMENTOS,1000307,GI PARACETAMOL 1GR/100ML FAM,A-31488,2019-05-15,28.0,28.0,19,67.86
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,296776.0,2019-05-15,2019-05-16,61782.0,2019-05-15,MEDICAMENTOS,3600100,PRIDAM 4 MG AMP 4ML (NOREPINEFRINA) PISA,,,20.0,20.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,296865.0,2019-05-16,2019-05-17,61799.0,2019-05-16,MEDICAMENTOS,3304966,DOBUJECT 250MG AMP IV 5ML (DOBUTAMINA),,,10.0,10.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,296926.0,2019-05-17,2019-05-20,61810.0,2019-05-17,MEDICAMENTOS,1000095,GI CIPROFLOXACINO 200MG/100ML FAM,A-31571,2019-05-18,10.0,10.0,7,70.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,296926.0,2019-05-17,2019-05-20,61810.0,2019-05-17,MEDICAMENTOS,1000095,GI CIPROFLOXACINO 200MG/100ML FAM,A-31586,2019-05-18,10.0,10.0,3,30.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,297002.0,2019-05-20,2019-05-21,61840.0,2019-05-20,MEDICAMENTOS,1000062,GI DICLOXACILINA 500MG/5ML AMP,,,30.0,30.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,297002.0,2019-05-20,2019-05-21,61840.0,2019-05-20,MEDICAMENTOS,1000191,GI LEVOFLOXACINO 500MG/100ML MINIBAG,A-31612,2019-05-20,10.0,10.0,5,50.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,297002.0,2019-05-20,2019-05-21,61840.0,2019-05-20,MEDICAMENTOS,1000191,GI LEVOFLOXACINO 500MG/100ML MINIBAG,A-31780,2019-05-25,10.0,10.0,5,50.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,297032.0,2019-05-20,2019-05-24,0.0,,MATERIAL DE CURACION,1900232,#AGUJA ESPINAL 20 CORTA BD 405182,,,0.0,2.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,297032.0,2019-05-20,2019-05-24,0.0,,MATERIAL DE CURACION,1900233,#AGUJA ESPINAL 22 CORTA 405181 BD,,,0.0,3.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,297032.0,2019-05-20,2019-05-24,0.0,,MATERIAL DE CURACION,1900062,#AGUJA PORT-A-SITE 20G X 19MM 4003304 PISA,,,0.0,2.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,297032.0,2019-05-20,2019-05-24,0.0,,MATERIAL DE CURACION,1900371,#CANULA GUEDEL #5 KORTEX,,,0.0,40.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,297032.0,2019-05-20,2019-05-24,0.0,,MATERIAL DE CURACION,1900281,#CANULA NASAL ADULTO A/29,,,0.0,50.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,297032.0,2019-05-20,2019-05-24,0.0,,MATERIAL DE CURACION,1901124,#CATETER VENOSO CS-15703E 3L 7FR 20CM ARROW,,,0.0,5.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,297032.0,2019-05-20,2019-05-24,0.0,,MATERIAL DE CURACION,1900707,#CATETER VENOSO CS-25703E 3L 7FR 20CM ARROW C/ANTISEPTICO,,,0.0,10.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,297032.0,2019-05-20,2019-05-24,0.0,,MATERIAL DE CURACION,1900736,#CATETER VENOSO CS-27702E 2L 7FR 20CM ARROW C/ANTISEPTICO,,,0.0,4.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,297032.0,2019-05-20,2019-05-24,0.0,,MATERIAL DE CURACION,1900588,#CEPILLO QX C/CLORHEXIDINA CARDINAL HEALTH,,,0.0,60.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,297032.0,2019-05-20,2019-05-24,0.0,,MATERIAL DE CURACION,1900645,#COMPRESA POR PAQUETE C/5 PZAS KENDALL 131000,,,0.0,36.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,297032.0,2019-05-20,2019-05-24,0.0,,MATERIAL DE CURACION,1901248,#CUBRE BOCA C/ELASTICOS AURICULARES NACIONAL,,,0.0,7000.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,297032.0,2019-05-20,2019-05-24,0.0,,MATERIAL DE CURACION,1901141,#DURAPREP 26 ML SOLUCION 8630 3M,,,0.0,20.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,297032.0,2019-05-20,2019-05-24,0.0,,MATERIAL DE CURACION,1900648,#ELECTRODO 3M DE DIAG EKG C/100 PIEZAS,,,0.0,15.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,297032.0,2019-05-20,2019-05-24,0.0,,MATERIAL DE CURACION,1901189,#EQ P/SANGRE P/BOMBA EXASET ABC1408 (ANTES ABB0340) BAXTER,,,0.0,10.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,297032.0,2019-05-20,2019-05-24,0.0,,MATERIAL DE CURACION,1901679,#FREKA 1 LUMEN 15 FR (SONDA ALIMENTACION) 7980111,,,0.0,3.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,297032.0,2019-05-20,2019-05-24,0.0,,MATERIAL DE CURACION,1900299,#GASA SIMPLE NO ESTERIL PAQUETE C/200 PZAS PROTEC,,,0.0,8.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,297032.0,2019-05-20,2019-05-24,0.0,,MATERIAL DE CURACION,1900453,#GORRO P/CIRUJANO X PIEZA,,,0.0,100.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,297032.0,2019-05-20,2019-05-24,0.0,,MATERIAL DE CURACION,1900365,#GORRO P/PACIENTE X PIEZA,,,0.0,600.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,297032.0,2019-05-20,2019-05-24,0.0,,MATERIAL DE CURACION,1902128,#INSYTE 20GA 1.3MM X 30MM 17-381034 ROSA AUTOGARD,,,0.0,150.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,297032.0,2019-05-20,2019-05-24,0.0,,MATERIAL DE CURACION,1901783,#LINEA DE INFUSION C/15 MICRAS VLST02,,,0.0,600.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,297032.0,2019-05-20,2019-05-24,0.0,,MATERIAL DE CURACION,1901786,#LINEA DE INFUSION PED. 150ML C/BURETA VLPA92,,,0.0,20.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,297032.0,2019-05-20,2019-05-24,0.0,,MATERIAL DE CURACION,1901787,#LINEA FOTOSENSIBLE DE INFUSION VLON90,,,0.0,32.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,297032.0,2019-05-20,2019-05-24,0.0,,MATERIAL DE CURACION,1900121,#PAQUETE P/MORTAJA GRANDE PROTEC 0870090,,,0.0,2.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,297032.0,2019-05-20,2019-05-24,0.0,,MATERIAL DE CURACION,1900120,#PAQUETE P/MORTAJA MEDIANO PROTEC 0870060,,,0.0,4.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,297032.0,2019-05-20,2019-05-24,0.0,,MATERIAL DE CURACION,1900406,#PENROSE 1/4 PULG,,,0.0,1.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,297032.0,2019-05-20,2019-05-24,0.0,,MATERIAL DE CURACION,1900660,#SABANA P/CAMA DESECHABLE 1.15X1.9M PROTEC,,,0.0,20.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,297032.0,2019-05-20,2019-05-24,0.0,,MATERIAL DE CURACION,1900508,#SOLUCION P/RETIRAR DURAPREP 8610 3M,,,0.0,25.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,297032.0,2019-05-20,2019-05-24,0.0,,MATERIAL DE CURACION,1900792,#TEGADERM +PAD 3582 5CMX7CM 3M,,,0.0,50.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,297032.0,2019-05-20,2019-05-24,0.0,,MATERIAL DE CURACION,1900794,#TEGADERM +PAD 3589 9CMX15CM 3M,,,0.0,25.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,297032.0,2019-05-20,2019-05-24,0.0,,MATERIAL DE CURACION,1900504,#TEGADERM CHG 1657R 3M,,,0.0,25.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,297032.0,2019-05-20,2019-05-24,0.0,,MATERIAL DE CURACION,1901015,#TEGADERM IV ADULTO 1633 7X8.5CM 3M,,,0.0,100.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,297032.0,2019-05-20,2019-05-24,0.0,,MATERIAL DE CURACION,1900467,#TEGADERM MEDIANO 1626W 10CMX12CM 3M,,,0.0,100.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,297032.0,2019-05-20,2019-05-24,0.0,,MATERIAL DE CURACION,1901449,#TERMOMETRO CLINICO DIGITAL,,,0.0,40.0,0,0.0
DISTRIBUIDORA MEDICA CODIMED S.A. DE C.V.,297032.0,2019-05-20,2019-05-24,0.0,,MATERIAL DE CURACION,1900404,#TUBO LATEX POR METRO HOLY,,,0.0,40.0,0,0.0
